sofifa_id,short_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,player_positions,preferred_foot,international_reputation,contract_valid_until
173208,D. Criscito,27,30/12/1986,183,75,Italy,Zenit St. Petersburg,78,81,LB,Left,2,2016
120274,A. Di Natale,36,13/10/1977,170,68,Italy,Udinese,78,78,ST,Right,2,2015
140293,A. Mirante,30,08/07/1983,193,79,Italy,Parma,78,78,GK,Right,2,2015
165526,G. Paletta,28,15/02/1986,190,88,Italy,Parma,78,78,CB,Right,2,2015
193338,M. Destro,23,20/03/1991,178,72,Italy,Roma,77,83,ST,Right,1,2017
182168,A. Ranocchia,26,16/02/1988,195,81,Italy,Inter,77,81,CB,Right,2,2015
183855,A. Ogbonna,26,23/05/1988,191,86,Italy,Juventus,77,81,CB,Left,1,2018
51100,S. Mauri,34,08/01/1980,184,77,Italy,Lazio,77,77,"CAM, LM, RM, CM",Left,2,2015
159261,F. Quagliarella,31,31/01/1983,180,79,Italy,Torino,77,77,ST,Right,2,2017
168354,E. Viviano,28,01/12/1985,195,88,Italy,Sampdoria,77,77,GK,Left,2,2015
173146,L. Cigarini,28,20/06/1986,175,72,Italy,Atalanta,77,77,CM,Right,2,2015
178535,P. Osvaldo,28,12/01/1986,182,81,Italy,Inter,77,77,ST,Right,2,2015
183498,M. Parolo,29,25/01/1985,186,82,Italy,Lazio,77,77,"CM, CDM",Right,2,2019
192841,E. Giaccherini,29,05/05/1985,167,60,Italy,Sunderland,77,77,"LM, CM",Right,2,2017
210935,D. Berardi,19,01/08/1994,183,70,Italy,Sassuolo,76,87,"RW, ST",Left,1,2015
206058,M. De Sciglio,21,20/10/1992,183,74,Italy,Milan,76,86,"RB, LB",Right,1,2016
198009,M. Perin,21,10/11/1992,188,74,Italy,Genoa,76,85,GK,Right,1,2017
205498,Jorginho,22,20/12/1991,180,65,Italy,Napoli,76,85,"CDM, CM",Right,1,2018
203551,A. Florenzi,23,11/03/1991,173,67,Italy,Roma,76,82,"RW, LW, CM",Right,1,2016
184431,S. Giovinco,27,26/01/1987,164,59,Italy,Juventus,76,80,CF,Right,2,2015
52797,C. Ledesma,31,24/09/1982,180,78,Italy,Lazio,76,76,"CDM, CM",Right,2,2015
137361,G. Pazzini,29,02/08/1984,180,74,Italy,Milan,76,76,ST,Right,2,2015
149184,C. Maggio,32,11/02/1982,184,79,Italy,Napoli,76,76,"RB, RM",Right,2,2015
202685,S. Zaza,23,25/06/1991,187,82,Italy,Sassuolo,75,83,ST,Left,1,2019
198683,M. Gabbiadini,22,26/11/1991,186,81,Italy,Sampdoria,75,82,"CAM, CF",Left,1,2017
186961,A. Paloschi,24,04/01/1990,182,82,Italy,Chievo Verona,75,81,ST,Right,1,2015
186200,F. Borini,23,23/03/1991,180,73,Italy,Liverpool,75,79,"ST, LM",Right,1,2017
188616,M. Sau,26,03/11/1987,169,65,Italy,Cagliari,75,79,"CF, ST, LW",Right,1,2017
189477,F. Rossi,23,03/12/1990,177,65,Italy,Cordoba CF,75,79,"CDM, CM",Right,1,2016
189484,D. Santon,23,02/01/1991,187,83,Italy,Newcastle United,75,78,"LB, RB",Right,2,2016
1219,C. Abbiati,36,08/07/1977,191,92,Italy,Milan,75,75,GK,Right,2,2015
45595,D. Bonera,33,31/05/1981,183,74,Italy,Milan,75,75,"CB, RB",Right,2,2015
46736,E. Moretti,33,11/06/1981,182,79,Italy,Torino,75,75,CB,Left,2,2016
51101,M. Domizzi,34,28/06/1980,185,81,Italy,Udinese,75,75,CB,Left,2,2016
103936,S. Pepe,30,30/08/1983,178,73,Italy,Juventus,75,75,"RM, LM",Right,2,2015
123586,M. Agazzi,29,03/07/1984,189,85,Italy,Milan,75,75,GK,Right,2,2017
156988,A. Nocerino,29,09/04/1985,175,75,Italy,Torino,75,75,"CM, CDM",Right,2,2015
177528,A. Matri,29,19/08/1984,183,80,Italy,Genoa,75,75,ST,Right,2,2015
168326,S. Bocchetti,27,30/11/1986,186,81,Italy,Spartak Moscow,74,80,CB,Left,2,2016
188428,S. Doumbia,26,31/12/1987,178,74,Ivory Coast,PFC CSKA Moscow,82,84,ST,Right,2,2015
189963,W. Bony,25,10/12/1988,182,91,Ivory Coast,Swansea City,81,84,ST,Right,2,2017
170733,Gervinho,27,27/05/1987,179,68,Ivory Coast,Roma,81,83,"LW, RW",Right,3,2018
31432,D. Drogba,36,11/03/1978,188,85,Ivory Coast,Chelsea,81,81,ST,Right,3,2015
158232,S. Kalou,28,05/08/1985,185,79,Ivory Coast,Hertha BSC,78,78,"ST, RW",Right,2,2017
197853,S. Aurier,21,24/12/1992,176,76,Ivory Coast,Paris Saint-Germain,77,84,"RB, RM",Right,2,2015
179589,D. Ya Konan,30,22/05/1984,174,74,Ivory Coast,Al Ittihad,77,77,"ST, RM",Right,2,2016
189358,S. Kagawa,25,17/03/1989,172,64,Japan,Borussia Dortmund,83,83,"CAM, LM, CM",Right,3,2018
186581,K. Honda,28,13/06/1986,182,76,Japan,Milan,79,79,"CAM, RM",Left,3,2017
194365,S. Okazaki,28,16/04/1986,174,76,Japan,1. FSV Mainz 05,77,77,"ST, RM",Right,2,2016
194359,Y. Nagatomo,27,12/09/1986,170,68,Japan,Inter,76,76,LM,Right,2,2016
210126,H. Kiyotake,24,12/11/1989,172,68,Japan,Hannover 96,75,78,"CAM, RM, CM",Right,1,2018
181106,H. Hosogai,28,10/06/1986,176,68,Japan,Hertha BSC,75,75,CDM,Right,2,2017
188942,V. Wanyama,23,25/06/1991,188,76,Kenya,Southampton,75,79,"CDM, CM",Right,1,2017
136553,Lee Dong Gook,35,29/04/1979,187,83,Korea Republic,Korea Republic,78,78,ST,Right,3,2015
182152,Koo Ja Cheol,25,27/02/1989,183,75,Korea Republic,1. FSV Mainz 05,76,81,"CAM, CDM, LM",Right,2,2019
200104,H. Son,21,08/07/1992,183,76,Korea Republic,Bayer 04 Leverkusen,76,81,"LW, ST, RM, CF",Left,2,2020
148203,Z. Karcemarskas,31,24/05/1983,189,79,Lithuania,Gaziantepspor,75,75,GK,Right,1,2016
12259,S. Keita,34,16/01/1980,183,75,Mali,Roma,77,77,"CDM, CM",Left,3,2015
157393,M. Sissoko,29,22/01/1985,191,81,Mali,Levante UD,76,76,"CDM, CM",Right,2,2016
169416,C. Vela,25,01/03/1989,177,75,Mexico,Real Sociedad,82,87,"RW, CAM, ST",Left,3,2018
170369,G. dos Santos,25,11/05/1989,175,74,Mexico,Villarreal CF,81,84,"ST, CF, LW, RW",Left,3,2017
140233,G. Ochoa,28,13/07/1985,185,78,Mexico,Mailaga,80,80,GK,Right,3,2017
173432,H. Moreno,26,17/01/1988,184,80,Mexico,RCD Espanyol,78,83,CB,Left,2,2016
170370,J. Dos Santos,24,04/04/1990,172,74,Mexico,Villarreal CF,76,82,"CM, CDM",Right,1,2019
156519,H. Herrera,24,19/04/1990,183,72,Mexico,FC Porto,76,79,"CM, CDM",Right,1,2017
171897,A. Guardado,27,28/09/1986,169,67,Mexico,PSV,76,77,"CM, LW, LB",Left,2,2015
158543,O. Peralta,30,12/01/1984,179,71,Mexico,Club Am̩rica,76,76,ST,Right,1,2020
156412,J. Corona,33,26/01/1981,184,85,Mexico,Cruz Azul,75,75,GK,Right,2,2020
177509,M. Benatia,27,17/04/1987,188,88,Morocco,FC Bayern Munchen,84,86,CB,Right,2,2019
164435,M. Boussoufa,29,15/08/1984,167,61,Morocco,Lokomotiv Moscow,81,81,CAM,Right,2,2016
179605,A. Taarabt,25,24/05/1989,177,69,Morocco,Queens Park Rangers,79,83,"CAM, LM",Right,2,2016
183108,N. Amrabat,27,31/03/1987,178,77,Morocco,Mailaga,77,79,LM,Right,1,2015
177533,Manuel da Costa,28,06/05/1986,188,80,Morocco,Sivasspor,77,77,"CB, CDM",Right,1,2016
194209,Y. El Arabi,27,03/02/1987,183,84,Morocco,Granada CF,75,78,ST,Right,2,2017
134906,M. Chamakh,30,10/01/1984,188,70,Morocco,Crystal Palace,75,75,"CAM, ST, CF",Right,2,2016
187939,A. Chahechouhe,27,02/07/1986,176,77,Morocco,Sivasspor,75,75,"LW, ST, CAM",Right,1,2016
198640,Z. Labyad,21,09/03/1993,173,74,Morocco,Vitesse,74,80,"CAM, LW, RW",Right,1,2015
196801,Mexer,25,08/09/1988,181,75,Mozambique,Stade Rennais FC,75,78,CB,Right,1,2017
9014,A. Robben,30,23/01/1984,180,80,Netherlands,FC Bayern Munchen,90,90,"RM, LM, RW",Left,5,2017
7826,R. van Persie,30,06/08/1983,187,71,Netherlands,Manchester United,88,88,ST,Left,5,2016
139869,W. Sneijder,30,09/06/1984,170,67,Netherlands,Galatasaray SK,84,84,"CAM, CM, LM",Right,3,2016
148803,K. Huntelaar,30,12/08/1983,186,83,Netherlands,FC Schalke 04,84,84,ST,Right,3,2015
189712,K. Strootman,24,13/02/1990,186,78,Netherlands,Roma,81,85,CM,Left,2,2018
45574,R. van der Vaart,31,11/02/1983,176,74,Netherlands,Hamburger SV,81,81,"CAM, CF, CM",Left,3,2015
53578,N. de Jong,29,30/11/1984,174,72,Netherlands,Milan,81,81,"CDM, CM",Right,3,2015
170597,T. Krul,26,03/04/1988,193,83,Netherlands,Newcastle United,79,84,GK,Left,2,2017
190815,D. Blind,24,09/03/1990,180,72,Netherlands,Manchester United,79,83,"CDM, LB, CM",Left,3,2018
199987,J. Cillessen,25,22/04/1989,188,82,Netherlands,Ajax,79,82,GK,Right,2,2016
137677,M. Vorm,30,20/10/1983,182,87,Netherlands,Tottenham Hotspur,79,79,GK,Right,2,2018
168585,R. Vlaar,29,16/02/1985,189,79,Netherlands,Aston Villa,79,79,CB,Right,3,2015
202556,M. Depay,20,13/02/1994,176,78,Netherlands,PSV,78,88,LW,Right,2,2018
181291,G. Wijnaldum,23,11/11/1990,175,74,Netherlands,PSV,78,83,"CAM, RW, CM",Right,2,2018
198176,S. de Vrij,22,05/02/1992,188,78,Netherlands,Lazio,78,82,CB,Right,3,2019
178416,J. Lens,26,24/11/1987,178,73,Netherlands,Netherlands,78,80,"RW, ST",Right,2,2019
190778,J. Zoet,23,06/01/1991,189,85,Netherlands,PSV,77,83,GK,Right,1,2017
183937,G. van der Wiel,26,03/02/1988,181,69,Netherlands,Paris Saint-Germain,77,80,RB,Right,3,2016
186452,S. de Jong,25,28/01/1989,185,80,Netherlands,Newcastle United,77,79,"CAM, ST",Right,2,2020
2147,M. Stekelenburg,31,22/09/1982,197,92,Netherlands,AS Monaco,77,77,GK,Right,2,2015
169181,K. Vermeer,28,10/01/1986,182,78,Netherlands,Feyenoord,77,77,GK,Right,2,2018
199767,M. van Ginkel,21,01/12/1992,186,82,Netherlands,Milan,76,84,CM,Right,1,2015
186351,L. Fer,24,05/01/1990,188,79,Netherlands,Queens Park Rangers,76,81,"CM, CDM",Right,2,2017
199422,J. Clasie,23,27/06/1991,169,68,Netherlands,Feyenoord,76,81,CM,Right,1,2018
189068,B. Dost,25,31/05/1989,196,78,Netherlands,VfL Wolfsburg,76,79,ST,Right,2,2017
172049,E. Elia,27,13/02/1987,176,77,Netherlands,SV Werder Bremen,76,78,"RM, LM, LW, RW",Right,2,2016
15723,D. Kuyt,33,22/07/1980,184,84,Netherlands,Fenerbahce,76,76,"RW, CF, RM, RWB",Right,3,2015
49425,J. Heitinga,30,15/11/1983,182,72,Netherlands,Hertha BSC,76,76,CB,Right,3,2016
158372,I. Afellay,28,02/04/1986,180,76,Netherlands,Olympiacos CFP,76,76,"LM, CAM, LW",Right,2,2015
200223,A. Maher,20,20/07/1993,175,65,Netherlands,PSV,75,83,"CAM, CM",Right,1,2018
203483,D. Klaassen,21,21/02/1993,185,77,Netherlands,Ajax,75,82,"CAM, CM",Right,1,2018
199550,B. Martins Indi,22,08/02/1992,186,78,Netherlands,FC Porto,75,81,"CB, LB",Left,1,2018
189805,L. de Jong,23,27/08/1990,188,86,Netherlands,PSV,75,80,"ST, CAM",Right,2,2019
208004,J. Veltman,22,15/01/1992,182,73,Netherlands,Ajax,75,80,CB,Right,1,2018
188155,D. Janmaat,24,22/07/1989,185,80,Netherlands,Newcastle United,75,79,RB,Right,2,2020
188177,Douglas,26,12/01/1988,192,80,Netherlands,Dinamo Moscow,75,79,CB,Right,2,2016
192362,L. Narsingh,23,13/09/1990,175,75,Netherlands,PSV,75,79,RW,Right,1,2017
203376,V. van Dijk,22,08/07/1991,193,84,Netherlands,Celtic,75,79,CB,Right,1,2017
177152,P. Velthuizen,27,03/11/1986,189,90,Netherlands,Vitesse,75,77,GK,Right,2,2016
189936,R. Ruiter,27,25/03/1987,196,82,Netherlands,FC Utrecht,75,77,GK,Right,1,2017
137109,S. Schaars,30,11/01/1984,178,76,Netherlands,PSV,75,75,"CM, CDM",Left,2,2016
203485,T. Kongolo,20,14/02/1994,187,70,Netherlands,Feyenoord,74,83,"CB, LB",Left,1,2017
208670,H. Ziyech,21,19/03/1993,180,70,Netherlands,FC Twente,74,82,CAM,Left,1,2018
202101,O. John,22,19/05/1992,180,80,Netherlands,SL Benfica,74,81,"LM, RM",Right,2,2017
176285,W. Reid,25,03/07/1988,190,87,New Zealand,West Ham United,75,78,CB,Right,2,2015
199835,C. Emenike,27,10/05/1987,182,90,Nigeria,Fenerbahce,80,84,"ST, RW",Right,2,2017
139968,V. Enyeama,31,29/08/1982,182,87,Nigeria,LOSC Lille,80,80,GK,Right,2,2017
164477,J. Mikel,27,22/04/1987,188,83,Nigeria,Chelsea,78,80,"CDM, CM",Right,3,2017
146011,I. Uche,30,05/01/1984,175,73,Nigeria,Villarreal CF,78,78,"ST, CF, RW",Right,2,2015
137494,O. Martins,29,28/10/1984,170,73,Nigeria,Seattle Sounders FC,77,77,ST,Left,3,2019
186954,B. Ideye,25,10/10/1988,181,78,Nigeria,West Bromwich Albion,76,79,ST,Right,1,2017
201818,A. Musa,21,14/10/1992,168,69,Nigeria,PFC CSKA Moscow,75,82,"ST, LM",Right,2,2017
202934,O. Onazi,21,25/12/1992,173,73,Nigeria,Lazio,75,81,CM,Right,1,2015
172962,V. Moses,23,12/12/1990,177,85,Nigeria,Stoke City,75,79,"RM, RW, LW",Right,2,2015
169588,J. Evans,26,02/01/1988,189,80,Northern Ireland,Manchester United,79,82,CB,Right,2,2016
151508,S. Davis,29,01/01/1985,173,72,Northern Ireland,Southampton,76,76,"RM, CM",Right,2,2016
184010,M. Abdellaoue,28,23/10/1985,182,80,Norway,VfB Stuttgart,76,76,ST,Left,2,2017
182888,H. Nordtveit,24,21/06/1990,188,83,Norway,Borrusia Munchengladbach,75,79,CDM,Right,2,2016
152567,A. Tettey,28,04/04/1986,180,68,Norway,Norwich City,75,75,"CDM, CM",Right,1,2016
187043,S. Johansen,23,08/01/1991,183,76,Norway,Celtic,74,80,CM,Left,1,2017
209097,O. Cardosa,30,26/11/1983,188,84,Paraguay,Paraguay,80,80,ST,Left,3,2022
179752,O. Cardozo,31,20/05/1983,193,87,Paraguay,Trabzonspor,79,79,ST,Left,3,2017
209082,S. La Cruz,33,08/03/1981,191,80,Paraguay,Paraguay,77,77,"ST, CF",Right,3,2016
25798,R. Santa Cruz,32,16/08/1981,191,83,Paraguay,Mailaga,76,76,ST,Right,3,2016
121193,N. Valdez,30,28/11/1983,178,76,Paraguay,Eintracht Frankfurt,76,76,"ST, CF",Right,2,2016
156092,J. Villar,37,30/06/1977,180,85,Paraguay,Colo-Colo,75,75,GK,Right,2,2020
183177,L. Barrios,29,13/11/1984,188,84,Paraguay,Montpellier HSC,75,75,ST,Right,2,2015
209100,L. Barrogios,30,15/03/1984,189,81,Paraguay,Paraguay,75,75,ST,Right,2,
25420,C. Pizarro,35,03/10/1978,184,84,Peru,FC Bayern Munchen,79,79,"ST, CAM",Right,3,2015
203299,A. Carrillo,23,14/06/1991,180,73,Peru,Sporting CP,77,83,"RW, LW",Right,2,2016
187132,C. Zambrano,24,10/07/1989,185,78,Peru,Eintracht Frankfurt,77,80,CB,Right,2,2015
167305,J. Vargas,30,05/10/1983,180,77,Peru,Fiorentina,76,76,"LM, LB",Left,2,2015
188545,R. Lewandowski,25,21/08/1988,184,78,Poland,FC Bayern Munchen,87,89,"ST, CF",Right,4,2019
173771,L. Piszczek,29,03/06/1985,184,78,Poland,Borussia Dortmund,82,82,RB,Right,2,2017
197242,G. Krychowiak,24,29/01/1990,186,85,Poland,Sevilla FC,79,83,CDM,Right,1,2018
190547,K. Glik,26,03/02/1988,190,80,Poland,Torino,79,81,CB,Right,1,2017
177922,K. Grosicki,26,08/06/1988,177,75,Poland,Stade Rennais FC,76,79,"RW, LW",Right,2,2017
105846,A. Boruc,34,20/02/1980,193,87,Poland,Southampton,76,76,GK,Right,2,2015
162280,A. Mierzejewski,27,06/11/1986,176,70,Poland,Al Nassr,75,77,"CAM, RM, LM",Left,1,2017
135218,D. Perquis,30,10/04/1984,184,83,Poland,Real Betis,75,75,CB,Right,1,2016
138066,L. Obraniak,29,10/11/1984,174,72,Poland,SV Werder Bremen,75,75,"CAM, RM",Left,2,2016
165174,E. Polanski,28,17/03/1986,183,78,Poland,TSG 1899 Hoffenheim,75,75,"CDM, CM",Right,2,2017
20801,Cristiano Ronaldo,29,05/02/1985,185,80,Portugal,Real Madrid,92,92,"LW, LM",Right,5,2018
120533,Pepe,31,26/02/1983,188,81,Portugal,Real Madrid,83,83,"CB, CDM",Right,3,2016
20800,Danny,30,07/08/1983,178,70,Portugal,Zenit St. Petersburg,82,82,"LW, CAM",Right,2,2015
139068,Nani,27,17/11/1986,175,66,Portugal,Sporting CP,81,82,"RM, LM",Right,2,2015
182629,Beto,32,01/05/1982,182,81,Portugal,Sevilla FC,81,81,GK,Right,2,2015
4098,Tiago,33,02/05/1981,183,71,Portugal,Atletico Madrid,80,80,"CM, CDM",Right,3,2016
20775,Quaresma,30,26/09/1983,175,74,Portugal,FC Porto,80,80,"RW, LW",Right,2,2016
138110,Bruno Alves,32,27/11/1981,187,83,Portugal,Fenerbahce,80,80,CB,Right,3,2016
178007,Miguel Veloso,28,11/05/1986,180,78,Portugal,Portugal,80,80,"CDM, CM",Left,3,2021
157960,Manuel Fernandes,28,05/02/1986,175,69,Portugal,Lokomotiv Moscow,79,79,"CM, CDM, CAM",Right,2,2018
207566,William Carvalho,22,07/04/1992,187,87,Portugal,Sporting CP,78,85,CDM,Right,2,2018
184826,Adrien Silva,25,15/03/1989,175,72,Portugal,Sporting CP,78,83,CM,Right,2,2017
20209,Ricardo Costa,33,16/05/1981,183,80,Portugal,Portugal,78,78,"CB, RB",Right,2,2018
163083,Rolando,28,31/08/1985,190,80,Portugal,FC Porto,78,78,CB,Right,2,2015
172672,Varela,29,02/02/1985,179,79,Portugal,West Bromwich Albion,78,78,"LW, RW",Right,2,2015
177553,Vieirinha,28,24/01/1986,172,73,Portugal,VfL Wolfsburg,78,78,"RM, LM",Right,2,2015
216547,Rafa,21,17/05/1993,170,63,Portugal,SC Braga,77,84,"LW, CAM, RW",Right,1,2019
3622,Ricardo Carvalho,36,18/05/1978,181,78,Portugal,AS Monaco,77,77,CB,Right,3,2015
138463,Ruben Amorim,29,27/01/1985,180,78,Portugal,SL Benfica,77,77,CM,Right,1,2018
211368,Bruma,19,24/10/1994,173,66,Portugal,Galatasaray SK,76,83,"LW, RW",Right,1,2018
212198,Bruno Fernandes,19,08/09/1994,173,65,Portugal,Udinese,76,83,"CAM, CM, CF, LW",Right,1,2020
199482,A. Lopes,23,01/10/1990,184,81,Portugal,Olympique Lyonnais,76,80,GK,Left,1,2016
197965,Pizzi,24,06/10/1989,172,65,Portugal,SL Benfica,76,79,"CAM, RM",Right,1,2019
178424,Antunes,27,01/04/1987,175,69,Portugal,Mailaga,76,78,LB,Left,2,2017
2492,Eliseu,30,01/10/1983,175,75,Portugal,SL Benfica,76,76,"LB, LM",Left,1,2016
182736,Ricardo,31,06/07/1982,188,84,Portugal,FC Porto,76,76,GK,Right,1,2017
189468,Candeias,26,25/02/1988,177,76,Portugal,Nurnberg,75,79,"LM, RM, LW",Right,1,2015
204401,Diogo Figueiras,22,01/07/1991,168,64,Portugal,Sevilla FC,75,78,RB,Right,1,2017
180216,S. Coleman,25,11/10/1988,177,77,Republic of Ireland,Everton,79,83,RB,Right,2,2019
188253,J. McCarthy,23,12/11/1990,180,72,Republic of Ireland,Everton,79,83,"CDM, CM",Right,2,2018
330,R. Keane,33,08/07/1980,175,73,Republic of Ireland,LA Galaxy,79,79,"ST, CF",Right,2,2016
155885,A. McGeady,28,04/04/1986,180,73,Republic of Ireland,Everton,78,78,"RM, RW",Right,3,2018
169590,D. Gibson,26,25/10/1987,183,80,Republic of Ireland,Everton,76,78,"CM, CDM",Right,2,2016
170570,S. Ireland,27,22/08/1986,173,66,Republic of Ireland,Stoke City,76,76,"CAM, CM",Right,2,2017
169216,S. Long,27,22/01/1987,180,81,Republic of Ireland,Southampton,75,76,ST,Right,2,2018
3484,J. O'Shea,33,30/04/1981,191,75,Republic of Ireland,Sunderland,75,75,CB,Right,2,2015
149791,W. Hoolahan,32,20/05/1982,168,71,Republic of Ireland,Norwich City,75,75,CAM,Left,2,2017
211061,A. Maxim,23,08/07/1990,177,73,Romania,VfB Stuttgart,77,82,"CAM, CF",Right,1,2017
165109,S. Radu,27,22/10/1986,183,79,Romania,Lazio,77,80,LB,Left,2,2016
148119,I. Akinfeev,28,08/04/1986,186,78,Russia,PFC CSKA Moscow,83,83,GK,Right,3,2019
187607,A. Dzyuba,25,22/08/1988,194,91,Russia,Spartak Moscow,80,83,ST,Right,1,2015
147782,I. Denisov,30,17/05/1984,176,70,Russia,Dinamo Moscow,80,80,CDM,Right,2,2016
187735,A. Dzagoev,24,17/06/1990,179,70,Russia,PFC CSKA Moscow,79,84,"CAM, CDM, LM",Right,2,2019
167614,R. Shirokov,32,06/07/1981,187,83,Russia,Spartak Moscow,79,79,"CM, CAM",Right,2,2016
216336,Y. Lodygin,24,26/05/1990,187,82,Russia,Zenit St. Petersburg,78,83,GK,Right,1,2016
192086,A. Kokorin,23,19/03/1991,183,77,Russia,Dinamo Moscow,78,82,"ST, CAM",Right,2,2016
147621,A. Samedov,29,19/07/1984,177,75,Russia,Lokomotiv Moscow,78,78,"RM, CAM, RW",Right,1,2016
148122,V. Berezutskiy,32,20/06/1982,189,87,Russia,PFC CSKA Moscow,78,78,CB,Right,2,2016
154950,Y. Zhirkov,30,20/08/1983,180,75,Russia,Dinamo Moscow,78,78,"LM, LB, LW",Left,3,2016
112542,S. Ignashevich,34,14/07/1979,186,82,Russia,PFC CSKA Moscow,77,77,CB,Right,2,2016
167549,R. Shishkin,27,27/01/1987,176,73,Russia,Lokomotiv Moscow,76,77,"RB, CDM",Right,1,2021
187659,D. Tarasov,27,18/03/1987,192,84,Russia,Lokomotiv Moscow,76,77,"CDM, CM",Right,1,2018
109416,A. Kerzhakov,31,27/11/1982,176,76,Russia,Zenit St. Petersburg,76,76,ST,Right,3,2016
147579,V. Gabulov,30,19/10/1983,190,83,Russia,Dinamo Moscow,76,76,GK,Right,2,2016
147794,V. Malafeev,35,04/03/1979,185,76,Russia,Zenit St. Petersburg,76,76,GK,Right,2,2016
148217,A. Anyukov,31,28/09/1982,178,67,Russia,Zenit St. Petersburg,76,76,RB,Right,2,2018
166708,A. Kasaev,28,08/04/1986,174,76,Russia,Lokomotiv Moscow,76,76,LM,Right,2,2017
187366,D. Glushakov,27,27/01/1987,182,80,Russia,Spartak Moscow,75,76,"CDM, CM",Right,1,2016
147660,S. Ryzhikov,33,19/09/1980,192,92,Russia,Rubin Kazan,75,75,GK,Right,1,2017
147777,A. Arshavin,33,29/05/1981,172,68,Russia,Zenit St. Petersburg,75,75,"LW, RW",Right,2,2015
147779,V. Bystrov,30,31/01/1984,177,73,Russia,FC Krasnodar,75,75,"RW, RM",Right,2,2017
191834,N. Al Shamrani,30,23/11/1983,175,73,Saudi Arabia,Al Hilal,76,76,ST,Right,1,2016
164769,S. Fletcher,27,26/03/1987,186,76,Scotland,Sunderland,76,77,ST,Left,2,2016
163209,S. Naismith,27,14/09/1986,178,72,Scotland,Everton,76,76,"ST, RM, CAM",Right,2,2016
183540,B. Bannan,24,01/12/1989,169,61,Scotland,Crystal Palace,75,76,"RM, CAM, LM, CM",Left,1,2016
100806,K. Commons,30,30/08/1983,168,64,Scotland,Celtic,75,75,"CAM, RM",Left,2,2015
138782,D. Fletcher,30,01/02/1984,184,74,Scotland,Manchester United,75,75,"CM, CDM",Right,2,2015
140498,D. Marshall,29,05/03/1985,191,83,Scotland,Cardiff City,75,75,GK,Right,1,2018
177134,D. Ba,29,25/05/1985,189,85,Senegal,Besiktas,80,80,ST,Right,2,2018
179875,D. N'Doye,29,21/02/1985,186,81,Senegal,Lokomotiv Moscow,79,79,ST,Right,2,2015
187084,M. Diouf,26,16/12/1987,185,79,Senegal,Stoke City,78,80,ST,Right,2,2018
172124,M. Sow,28,19/01/1986,180,81,Senegal,Fenerbahce,78,78,"LW, ST",Right,3,2016
197937,P. Djilobodji,25,01/12/1988,193,82,Senegal,FC Nantes,77,82,CB,Left,1,2016
193474,I. Gueye,24,26/09/1989,174,66,Senegal,LOSC Lille,76,83,"CDM, CM",Right,1,2018
178250,P. Diop,28,19/03/1986,180,73,Senegal,Levante UD,76,76,"CDM, CM",Right,1,2015
178679,M. Sall,28,30/11/1985,191,96,Senegal,Saint-Atienne,76,76,CB,Right,1,2017
208339,O. Niasse,24,18/04/1990,182,82,Senegal,Lokomotiv Moscow,75,79,"ST, CF, RW",Right,1,2020
185103,A. Kolarov,28,10/11/1985,187,83,Serbia,Manchester City,78,78,LB,Left,2,2018
186524,F. Djordjevic,26,28/09/1987,186,80,Serbia,Lazio,75,79,ST,Left,1,2018
183376,L. Fejsa,25,14/08/1988,186,77,Serbia,SL Benfica,75,78,CDM,Right,1,2018
167514,D. Basta,29,18/08/1984,184,74,Serbia,Lazio,75,75,"RB, RM, LM, LB",Right,2,2018
181816,A. Rukavina,30,26/01/1984,177,74,Serbia,Villarreal CF,75,75,RB,Right,2,2016
195365,K. Kampl,23,09/10/1990,180,64,Slovenia,FC Red Bull Salzburg,77,82,"RM, RW, CAM",Right,1,2018
200389,J. Oblak,21,07/01/1993,188,77,Slovenia,Atletico Madrid,77,82,GK,Right,1,2020
176104,V. Birsa,27,07/08/1986,184,81,Slovenia,Chievo Verona,75,75,"LW, RW, CAM",Left,2,2015
50327,S. Pienaar,32,17/03/1982,170,66,South Africa,Everton,79,79,LM,Right,2,2016
165247,I. Khune,27,20/06/1987,181,81,South Africa,Kaizer Chiefs,77,80,GK,Right,2,2015
155862,Sergio Ramos,28,30/03/1986,183,75,Spain,Real Madrid,87,87,CB,Right,4,2017
168542,David Silva,28,08/01/1986,170,67,Spain,Manchester City,87,87,"LM, CAM",Left,4,2019
10535,Xavi,34,25/01/1980,170,68,Spain,FC Barcelona,86,86,CM,Right,4,2021
189511,Sergio Busquets,25,16/07/1988,189,73,Spain,FC Barcelona,85,89,"CDM, CM",Right,4,2018
179844,Diego Costa,25,07/10/1988,188,81,Spain,Chelsea,85,87,ST,Right,3,2019
177610,Javi Martinez,25,02/09/1988,190,81,Spain,FC Bayern Munchen,85,86,"CB, CDM, CM",Right,3,2017
178088,Juan Mata,26,28/04/1988,174,63,Spain,Manchester United,85,86,"CAM, RM",Left,3,2018
5479,Casillas,33,20/05/1981,185,84,Spain,Real Madrid,84,84,GK,Left,4,2017
45197,Xabi Alonso,32,25/11/1981,183,77,Spain,FC Bayern Munchen,84,84,"CDM, CM",Right,4,2016
146562,Santi Cazorla,29,13/12/1984,168,66,Spain,Arsenal,84,84,"LM, CAM, RM",Right,3,2017
197781,Isco,22,21/04/1992,176,74,Spain,Real Madrid,83,88,"CAM, CM, LM, CDM",Right,2,2018
